"country_id","date","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns"
"ABW",2020-02-23,0,0,0,0,0,0,0,0,0,0
"ABW",2020-02-24,0,0,0,0,0,0,0,0,0,0
"ABW",2020-02-25,0,0,0,0,0,0,0,0,0,0
"ABW",2020-02-26,0,0,0,0,0,0,0,0,0,0
"ABW",2020-02-27,0,0,0,0,0,0,0,0,0,0
"ABW",2020-02-28,0,0,0,0,0,0,0,0,0,0
"ABW",2020-02-29,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-01,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-02,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-03,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-04,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-05,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-06,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-07,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-08,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-09,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-10,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-11,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-12,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-13,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-14,0,0,0,0,0,0,0,0,0,0
"ABW",2020-03-15,8.33,0,0,0,0,0,0,0,3,0
"ABW",2020-03-16,19.44,3,0,0,0,0,0,0,3,0
"ABW",2020-03-17,19.44,3,0,0,0,0,0,0,3,0
"ABW",2020-03-18,30.56,3,0,0,0,0,0,0,3,2
"ABW",2020-03-19,30.56,3,0,0,0,0,0,0,3,2
"ABW",2020-03-20,30.56,3,0,0,0,0,0,0,3,2
"ABW",2020-03-21,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-22,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-23,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-24,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-25,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-26,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-27,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-28,41.67,3,2,0,0,0,1,0,3,2
"ABW",2020-03-29,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-03-30,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-03-31,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-01,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-02,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-03,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-04,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-05,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-06,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-07,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-08,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-09,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-10,86.11,3,3,2,4,0,3,2,3,2
"ABW",2020-04-11,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-12,86.11,3,3,2,4,0,3,2,3,2
"ABW",2020-04-13,86.11,3,3,2,4,0,3,2,3,2
"ABW",2020-04-14,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-15,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-16,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-17,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-18,85.19,3,3,2,4,0,2,2,4,2
"ABW",2020-04-19,85.19,3,3,2,4,0,2,2,4,2
"ABW",2020-04-20,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-21,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-22,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-23,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-24,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-25,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-26,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-27,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-28,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-29,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-04-30,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-05-01,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-05-02,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-05-03,82.41,3,3,2,4,0,2,2,3,2
"ABW",2020-05-04,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-05,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-06,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-07,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-08,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-09,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-10,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-11,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-12,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-13,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-14,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-15,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-16,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-17,78.7,3,2,2,4,0,2,2,3,2
"ABW",2020-05-18,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-19,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-20,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-21,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-22,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-23,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-24,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-25,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-26,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-27,45.37,0,2,0,0,0,2,2,3,2
"ABW",2020-05-28,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-05-29,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-05-30,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-05-31,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-01,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-02,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-03,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-04,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-05,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-06,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-07,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-08,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-09,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-10,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-11,41.67,0,2,0,0,0,1,2,3,2
"ABW",2020-06-12,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",2020-06-13,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",2020-06-14,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",2020-06-15,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",2020-06-16,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-01-01,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-02,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-03,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-04,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-05,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-06,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-07,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-08,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-09,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-10,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-11,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-12,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-13,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-14,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-15,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-16,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-17,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-18,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-19,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-20,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-21,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-22,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-23,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-24,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-25,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-26,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-27,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-28,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-29,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-30,0,0,0,0,0,0,0,0,0,0
"AFG",2020-01-31,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-01,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-02,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-03,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-04,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-05,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-06,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-07,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-08,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-09,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-10,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-11,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-12,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-13,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-14,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-15,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-16,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-17,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-18,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-19,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-20,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-21,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-22,0,0,0,0,0,0,0,0,0,0
"AFG",2020-02-23,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-02-24,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-02-25,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-02-26,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-02-27,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-02-28,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-02-29,8.33,0,0,0,0,0,0,0,3,0
"AFG",2020-03-01,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-02,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-03,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-04,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-05,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-06,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-07,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-08,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-09,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-10,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-11,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-12,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-13,27.78,0,0,2,0,0,0,0,3,2
"AFG",2020-03-14,38.89,3,0,2,0,0,0,0,3,2
"AFG",2020-03-15,38.89,3,0,2,0,0,0,0,3,2
"AFG",2020-03-16,38.89,3,0,2,0,0,0,0,3,2
"AFG",2020-03-17,38.89,3,0,2,0,0,0,0,3,2
"AFG",2020-03-18,41.67,3,0,2,0,0,0,0,3,2
"AFG",2020-03-19,41.67,3,0,2,0,0,0,0,3,2
"AFG",2020-03-20,41.67,3,0,2,0,0,0,0,3,2
"AFG",2020-03-21,41.67,3,0,2,0,0,0,0,3,2
"AFG",2020-03-22,41.67,3,0,2,0,0,0,0,3,2
"AFG",2020-03-23,41.67,3,0,2,0,0,0,0,3,2
"AFG",2020-03-24,50.93,3,3,2,0,0,0,0,3,2
"AFG",2020-03-25,59.26,3,3,2,0,0,2,1,3,2
"AFG",2020-03-26,59.26,3,3,2,0,0,2,1,3,2
"AFG",2020-03-27,59.26,3,3,2,0,0,2,1,3,2
"AFG",2020-03-28,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-03-29,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-03-30,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-03-31,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-04-01,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-04-02,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-04-03,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-04-04,67.59,3,3,2,0,2,2,1,3,2
"AFG",2020-04-05,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-06,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-07,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-08,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-09,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-10,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-11,78.7,3,3,2,4,2,2,1,3,2
"AFG",2020-04-12,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-13,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-14,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-15,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-16,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-17,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-18,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-19,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-20,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-21,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-22,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-23,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-24,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-25,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-26,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-27,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-28,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-29,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-04-30,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-01,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-02,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-03,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-04,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-05,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-06,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-07,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-08,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-09,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-10,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-11,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-12,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-13,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-14,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-15,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-16,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-17,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-18,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-19,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-20,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-21,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-22,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-23,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-24,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-25,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-26,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-27,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-28,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-29,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-30,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-05-31,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-01,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-02,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-03,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-04,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-05,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-06,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-07,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-08,84.26,3,3,2,4,2,2,2,3,2
"AFG",2020-06-09,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-10,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-11,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-12,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-13,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-14,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-15,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2020-06-16,84.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",2020-01-01,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-02,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-03,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-04,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-05,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-06,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-07,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-08,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-09,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-10,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-11,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-12,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-13,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-14,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-15,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-16,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-17,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-18,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-19,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-20,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-21,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-22,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-23,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-24,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-25,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-26,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-27,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-28,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-29,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-30,0,0,0,0,0,0,0,0,0,0
"AGO",2020-01-31,0,0,0,0,0,0,0,0,0,0
"AGO",2020-02-01,0,0,0,0,0,0,0,0,0,0
"AGO",2020-02-02,0,0,0,0,0,0,0,0,0,0
"AGO",2020-02-03,0,0,0,0,0,0,0,0,0,0
"AGO",2020-02-04,0,0,0,0,0,0,0,0,0,0
"AGO",2020-02-05,0,0,0,0,0,0,0,0,0,0
"AGO",2020-02-06,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-07,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-08,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-09,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-10,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-11,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-12,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-13,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-14,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-15,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-16,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-17,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-18,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-19,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-20,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-21,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-22,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-23,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-24,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-25,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-26,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-27,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-28,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-02-29,5.56,0,0,0,0,0,0,0,2,0
"AGO",2020-03-01,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-02,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-03,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-04,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-05,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-06,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-07,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-08,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-09,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-10,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-11,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-12,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-13,8.33,0,0,0,0,0,0,0,3,0
"AGO",2020-03-14,8.33,0,0,0,0,0,0,0,3,0
