measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,14,Maldives,3,Both,22,All Ages,294,All causes,1,Number,2017,1149.3889337899168,1206.612592695818,1095.4944557381368
1,Deaths,14,Maldives,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,14,Maldives,3,Both,22,All Ages,294,All causes,3,Rate,2017,250.62946810761335,263.10734637242984,238.87753282186463
1,Deaths,14,Maldives,3,Both,22,All Ages,322,Lower respiratory infections,1,Number,2017,27.8191658011011,31.140412677851444,24.70753429276482
1,Deaths,14,Maldives,3,Both,22,All Ages,322,Lower respiratory infections,2,Percent,2017,0.02420643059462976,0.026880050583110836,0.0215433252053962
1,Deaths,14,Maldives,3,Both,22,All Ages,322,Lower respiratory infections,3,Rate,2017,6.066095229347209,6.790308168677761,5.387589871452609
1,Deaths,14,Maldives,3,Both,22,All Ages,328,Upper respiratory infections,1,Number,2017,0.014350815023085385,0.020259591010894355,0.010897692329573402
1,Deaths,14,Maldives,3,Both,22,All Ages,328,Upper respiratory infections,2,Percent,2017,1.2485366554046635e-05,1.741047246177967e-05,9.602339746597895e-06
1,Deaths,14,Maldives,3,Both,22,All Ages,328,Upper respiratory infections,3,Rate,2017,0.0031292602794486682,0.004417695672774178,0.0023762912203752094
1,Deaths,63,Ukraine,3,Both,22,All Ages,294,All causes,1,Number,2017,689878.8076412412,718846.2440188803,664019.188487193
1,Deaths,63,Ukraine,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,63,Ukraine,3,Both,22,All Ages,294,All causes,3,Rate,2017,1543.730031453149,1608.5499693539261,1485.8644031023682
1,Deaths,112,Grenada,3,Both,22,All Ages,294,All causes,1,Number,2017,1141.363101587185,1197.1582020708606,1086.026412417417
1,Deaths,112,Grenada,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,112,Grenada,3,Both,22,All Ages,294,All causes,3,Rate,2017,1029.3806289795505,1079.701508943162,979.4731842548978
1,Deaths,112,Grenada,3,Both,22,All Ages,322,Lower respiratory infections,1,Number,2017,83.26470086278184,91.05023156044096,76.22697485607222
1,Deaths,112,Grenada,3,Both,22,All Ages,322,Lower respiratory infections,2,Percent,2017,0.07294389524120846,0.078089206092752,0.06834145806442715
1,Deaths,112,Grenada,3,Both,22,All Ages,322,Lower respiratory infections,3,Rate,2017,75.0953574955546,82.1170270022621,68.74812337409196
1,Deaths,112,Grenada,3,Both,22,All Ages,328,Upper respiratory infections,1,Number,2017,0.03968928399685012,0.047364117887745756,0.03379887576286394
1,Deaths,112,Grenada,3,Both,22,All Ages,328,Upper respiratory infections,2,Percent,2017,3.4766442109927734e-05,4.176085557822699e-05,3.0155669817371963e-05
1,Deaths,112,Grenada,3,Both,22,All Ages,328,Upper respiratory infections,3,Rate,2017,0.035795252244979564,0.0427170857324452,0.030482769193429154
1,Deaths,211,Mali,3,Both,22,All Ages,294,All causes,1,Number,2017,186241.76543868342,212949.62305810486,164660.81131899127
1,Deaths,211,Mali,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,211,Mali,3,Both,22,All Ages,294,All causes,3,Rate,2017,919.5431812506749,1051.4095663330177,812.9901792486608
1,Deaths,161,Bangladesh,3,Both,22,All Ages,294,All causes,1,Number,2017,887218.6314470702,963528.4997166805,815985.8807723492
1,Deaths,161,Bangladesh,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,161,Bangladesh,3,Both,22,All Ages,294,All causes,3,Rate,2017,565.1757981063643,613.7866919424488,519.7991284931114
1,Deaths,186,Seychelles,3,Both,22,All Ages,294,All causes,1,Number,2017,762.5560794977919,792.1305031688195,733.2049517362505
1,Deaths,186,Seychelles,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,186,Seychelles,3,Both,22,All Ages,294,All causes,3,Rate,2017,755.7007684755561,785.00932072018,726.6135047301416
1,Deaths,88,Malta,3,Both,22,All Ages,294,All causes,1,Number,2017,3991.2084529328486,4144.223475735565,3839.2401711172924
1,Deaths,88,Malta,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,88,Malta,3,Both,22,All Ages,294,All causes,3,Rate,2017,918.633494242939,953.8520819780975,883.6558288604813
1,Deaths,435,South Sudan,3,Both,22,All Ages,322,Lower respiratory infections,1,Number,2017,12069.990202043082,15443.286162701423,9359.848501737797
1,Deaths,435,South Sudan,3,Both,22,All Ages,322,Lower respiratory infections,2,Percent,2017,0.12414197434908943,0.14993965145811752,0.10025944385464813
1,Deaths,435,South Sudan,3,Both,22,All Ages,322,Lower respiratory infections,3,Rate,2017,121.41614123324426,155.3492738973863,94.15390307577883
1,Deaths,435,South Sudan,3,Both,22,All Ages,328,Upper respiratory infections,1,Number,2017,99.98317479924323,206.46532122480068,16.110356779165063
1,Deaths,435,South Sudan,3,Both,22,All Ages,328,Upper respiratory infections,2,Percent,2017,0.001028661122574776,0.0020809121370938587,0.00016464045174909573
1,Deaths,435,South Sudan,3,Both,22,All Ages,328,Upper respiratory infections,3,Rate,2017,1.0057647992388752,2.07690496694473,0.16205956436368568
1,Deaths,63,Ukraine,3,Both,22,All Ages,322,Lower respiratory infections,1,Number,2017,9215.05551158141,10288.562248401971,8384.246544493633
1,Deaths,63,Ukraine,3,Both,22,All Ages,322,Lower respiratory infections,2,Percent,2017,0.013358298224451481,0.014788079633410492,0.012291062571789562
1,Deaths,63,Ukraine,3,Both,22,All Ages,322,Lower respiratory infections,3,Rate,2017,20.620372414938437,23.022540114890383,18.761285371405204
1,Deaths,63,Ukraine,3,Both,22,All Ages,328,Upper respiratory infections,1,Number,2017,48.24035121683668,56.89581613342061,42.45412225522277
1,Deaths,63,Ukraine,3,Both,22,All Ages,328,Upper respiratory infections,2,Percent,2017,6.992666890447304e-05,8.209515746865296e-05,6.172423914055003e-05
1,Deaths,63,Ukraine,3,Both,22,All Ages,328,Upper respiratory infections,3,Rate,2017,0.10794661044292427,0.12731479653578964,0.09499886466791195
1,Deaths,435,South Sudan,3,Both,22,All Ages,294,All causes,1,Number,2017,97278.59870846903,116214.92951959453,82428.16902751164
1,Deaths,435,South Sudan,3,Both,22,All Ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
1,Deaths,435,South Sudan,3,Both,22,All Ages,294,All causes,3,Rate,2017,978.5585474427534,1169.0455468285418,829.1730187608605
1,Deaths,211,Mali,3,Both,22,All Ages,322,Lower respiratory infections,1,Number,2017,11585.843856706651,14721.406442364607,8891.661659335721
1,Deaths,211,Mali,3,Both,22,All Ages,322,Lower respiratory infections,2,Percent,2017,0.062146214324584434,0.07492511258983925,0.05006083690242103
1,Deaths,211,Mali,3,Both,22,All Ages,322,Lower respiratory infections,3,Rate,2017,57.203515507788424,72.68492585758331,43.90136030750901
1,Deaths,211,Mali,3,Both,22,All Ages,328,Upper respiratory infections,1,Number,2017,28.888903100673552,60.35494674110056,6.71938199709044
1,Deaths,211,Mali,3,Both,22,All Ages,328,Upper respiratory infections,2,Percent,2017,0.00015517630489163316,0.0003190179395302908,3.52455427145601e-05
